ORIGIN,DEST,UNIQUE_CARRIER,DAY_OF_WEEK,DEP_HOUR,ARR_DELAY
LAX,DFW,AA,2,9,2.0
ORD,ATL,UA,5,7,0.0
DFW,LAX,AA,5,16,0.0
SFO,LAS,B6,2,18,0.0
SFO,LAX,WN,1,9,0.0
LAS,IAH,UA,4,9,0.0
BOS,LAX,B6,7,17,0.0
DEN,LAS,WN,5,8,0.0
ATL,LAX,DL,7,17,0.0
ORD,DFW,AA,6,6,0.0
LAX,SFO,WN,4,12,0.0
LAX,PHX,OO,6,21,0.0
IAH,DEN,F9,2,14,0.0
IAH,PHX,UA,2,18,0.0
ATL,PHX,US,3,7,0.0
LAX,SFO,UA,7,12,3.0
PHX,LAX,OO,7,10,0.0
LAX,DFW,AA,7,6,0.0
ATL,ORD,UA,4,9,0.0
ATL,BOS,DL,5,17,4.0
IAH,LAX,UA,1,12,0.0
LAS,ATL,WN,6,17,2.0
PHX,DFW,AA,4,16,0.0
ORD,BOS,AA,3,8,0.0
ORD,DEN,UA,2,8,0.0
IAH,LAX,UA,7,21,0.0
SFO,PHX,UA,3,19,0.0
DEN,PHX,WN,1,20,0.0
ATL,IAH,DL,2,9,0.0
PHX,ATL,DL,7,14,0.0
LAX,ATL,DL,7,6,0.0
PHX,ORD,US,5,9,0.0
DEN,ATL,DL,4,7,2.0
ATL,LAX,DL,4,21,0.0
IAH,LAS,UA,1,17,0.0
ATL,ORD,AA,5,8,0.0
ORD,IAH,UA,5,15,0.0
LAX,LAS,OO,6,6,0.0
PHX,ORD,AA,4,19,0.0
SFO,PHX,US,2,20,0.0
ORD,ATL,DL,5,11,0.0
LAS,DEN,UA,7,13,0.0
ORD,ATL,AA,4,18,0.0
LAX,DFW,AA,7,6,0.0
LAX,IAH,UA,1,7,0.0
SFO,DFW,AA,7,8,0.0
IAH,ATL,EV,5,8,0.0
LAX,SFO,WN,2,17,0.0
PHX,ORD,US,4,12,4.0
PHX,DEN,F9,7,19,0.0
DFW,SFO,AA,2,18,0.0
ORD,BOS,UA,5,11,0.0
ATL,BOS,DL,2,16,0.0
SFO,DFW,AA,4,13,0.0
SFO,ORD,UA,1,8,0.0
BOS,IAH,UA,5,8,1.0
ORD,LAS,UA,1,15,0.0
SFO,LAX,AA,5,20,0.0
ORD,IAH,UA,6,8,0.0
PHX,LAX,OO,6,14,0.0
PHX,LAS,US,5,20,0.0
BOS,DFW,AA,5,7,0.0
DEN,LAS,UA,7,16,0.0
BOS,ATL,DL,3,12,0.0
DFW,ORD,OO,6,17,0.0
LAX,SFO,UA,5,6,0.0
IAH,DEN,F9,7,21,2.0
LAX,ATL,DL,3,5,2.0
LAX,ATL,DL,6,1,0.0
DFW,LAS,AA,2,18,0.0
BOS,ATL,DL,5,9,0.0
SFO,PHX,US,1,9,0.0
SFO,DEN,UA,4,5,0.0
LAX,DEN,UA,5,15,0.0
PHX,DEN,WN,4,8,0.0
DEN,PHX,AA,5,12,0.0
SFO,LAX,UA,3,13,0.0
SFO,DEN,F9,7,6,0.0
ORD,SFO,UA,6,6,0.0
BOS,DFW,AA,3,17,0.0
SFO,IAH,UA,1,11,0.0
SFO,PHX,WN,1,17,0.0
ORD,IAH,UA,7,15,3.0
LAX,IAH,UA,3,13,0.0
SFO,LAS,UA,1,10,0.0
DEN,PHX,US,3,8,3.0
LAX,DEN,UA,3,17,0.0
ORD,DEN,F9,6,13,0.0
SFO,DEN,F9,3,19,0.0
DFW,DEN,AA,3,21,1.0
LAX,SFO,WN,1,11,0.0
DEN,PHX,US,7,8,4.0
DFW,DEN,F9,3,19,0.0
SFO,LAX,DL,3,7,0.0
BOS,LAX,B6,2,7,0.0
PHX,DFW,US,5,7,0.0
ORD,DEN,UA,1,5,0.0
LAX,ORD,AA,5,9,0.0
LAS,ORD,AA,1,6,0.0
ORD,ATL,DL,6,18,0.0
LAS,DEN,WN,7,9,0.0
DFW,ATL,DL,7,10,0.0
ORD,IAH,UA,4,6,0.0
DEN,LAS,UA,7,8,0.0
LAS,DEN,WN,1,18,0.0
SFO,LAX,WN,6,11,2.0
LAX,DFW,AA,2,7,0.0
LAX,SFO,WN,1,11,0.0
LAS,ORD,UA,6,6,0.0
LAX,LAS,AA,3,22,0.0
ORD,SFO,AA,5,8,0.0
ORD,SFO,UA,1,9,0.0
DFW,PHX,AA,3,20,0.0
PHX,ORD,AA,2,6,0.0
DFW,BOS,AA,5,20,0.0
SFO,DEN,F9,1,6,2.0
SFO,LAX,UA,5,9,0.0
DFW,LAX,AA,5,12,0.0
LAX,SFO,WN,7,18,0.0
LAX,PHX,OO,6,8,0.0
LAX,ATL,DL,4,23,0.0
SFO,LAS,WN,1,8,0.0
BOS,ORD,UA,3,10,0.0
IAH,DEN,F9,5,18,0.0
ATL,IAH,UA,5,18,0.0
SFO,DEN,UA,1,19,0.0
DFW,BOS,B6,7,7,0.0
BOS,LAX,AA,4,20,0.0
ORD,DEN,UA,2,10,0.0
DEN,DFW,F9,4,9,0.0
ATL,ORD,F9,5,19,0.0
ORD,LAX,UA,5,22,0.0
DEN,LAX,UA,2,7,0.0
SFO,LAX,UA,6,15,0.0
LAS,ATL,DL,2,8,0.0
LAX,DEN,UA,3,14,2.0
DFW,ORD,AA,3,5,0.0
DEN,ATL,DL,4,17,4.0
DFW,IAH,AA,1,12,0.0
ORD,LAX,UA,7,7,0.0
DFW,PHX,AA,6,6,0.0
IAH,ATL,DL,6,11,0.0
PHX,SFO,AA,7,7,0.0
BOS,DFW,AA,7,6,0.0
ATL,DEN,DL,1,15,0.0
ORD,DEN,UA,5,12,0.0
SFO,DFW,AA,7,14,0.0
LAX,SFO,UA,5,6,0.0
PHX,LAX,OO,5,11,0.0
DFW,ORD,AA,3,19,0.0
LAX,PHX,WN,5,11,0.0
IAH,PHX,UA,3,18,0.0
DEN,ORD,AA,6,9,0.0
LAX,BOS,DL,5,21,0.0
PHX,ORD,UA,6,7,0.0
DEN,LAS,UA,1,15,0.0
LAX,SFO,AA,2,16,0.0
ORD,DFW,AA,1,5,0.0
DFW,DEN,F9,7,10,0.0
LAS,LAX,WN,5,18,0.0
PHX,ORD,UA,5,6,0.0
DEN,ATL,DL,5,6,0.0
IAH,DFW,AA,3,6,0.0
DEN,ORD,AA,2,10,0.0
DFW,PHX,AA,3,17,0.0
ATL,SFO,WN,7,9,0.0
LAX,PHX,US,6,8,0.0
LAS,PHX,US,7,11,0.0
BOS,DFW,AA,6,17,0.0
LAX,SFO,WN,3,7,0.0
ATL,LAS,WN,3,16,0.0
LAX,SFO,UA,3,12,0.0
BOS,ATL,WN,7,11,0.0
DEN,PHX,UA,3,22,0.0
DEN,IAH,UA,6,15,0.0
ATL,PHX,DL,2,20,2.0
DFW,DEN,UA,6,7,0.0
ATL,LAS,DL,1,9,0.0
ORD,BOS,AA,2,11,0.0
LAS,LAX,OO,1,7,0.0
ATL,ORD,OO,1,6,0.0
DEN,LAS,UA,7,8,0.0
PHX,ATL,DL,1,11,0.0
ATL,BOS,DL,2,21,0.0
IAH,LAX,UA,2,17,0.0
ORD,PHX,US,7,5,0.0
DEN,PHX,F9,6,20,0.0
DFW,ORD,AA,1,11,0.0
DEN,ATL,DL,7,17,0.0
LAS,ORD,AA,5,8,0.0
ORD,BOS,AA,3,15,0.0
DEN,IAH,UA,2,19,0.0
DFW,SFO,AA,1,20,0.0
SFO,ORD,UA,4,7,0.0
DEN,ORD,UA,1,11,0.0
LAX,LAS,OO,4,7,0.0
ATL,PHX,DL,4,10,0.0
IAH,SFO,F9,6,6,0.0
BOS,IAH,UA,2,10,0.0
ORD,DFW,UA,2,6,0.0
DFW,BOS,B6,1,18,0.0
ATL,BOS,DL,7,12,0.0
SFO,LAX,AA,2,18,0.0
ATL,DFW,DL,3,14,0.0
DFW,LAX,AA,5,9,0.0
BOS,ATL,WN,7,12,0.0
DFW,BOS,B6,1,18,0.0
DEN,ORD,UA,5,22,4.0
LAS,PHX,US,2,16,0.0
ATL,DFW,DL,3,8,0.0
ORD,LAS,UA,3,12,0.0
BOS,ORD,AA,4,19,0.0
DFW,SFO,AA,1,20,0.0
LAX,DEN,UA,4,13,0.0
LAS,DEN,WN,3,7,0.0
IAH,PHX,US,2,8,0.0
ATL,LAX,WN,5,21,0.0
PHX,ORD,AA,2,5,0.0
PHX,BOS,US,3,15,0.0
ORD,PHX,AA,4,13,0.0
DFW,IAH,EV,5,8,0.0
ORD,DEN,UA,4,16,0.0
PHX,IAH,UA,5,14,2.0
LAS,PHX,WN,6,10,0.0
DEN,ORD,UA,7,6,0.0
PHX,ORD,AA,2,10,0.0
DFW,IAH,AA,5,18,0.0
ORD,LAX,UA,1,11,0.0
DEN,IAH,UA,4,8,0.0
BOS,DFW,AA,1,17,0.0
LAX,ORD,UA,7,23,0.0
LAS,ATL,DL,1,23,0.0
LAX,LAS,WN,6,7,0.0
LAS,ATL,DL,3,12,0.0
DFW,PHX,AA,4,22,0.0
ATL,IAH,DL,6,21,0.0
IAH,PHX,US,3,14,0.0
DFW,ORD,AA,4,8,0.0
LAX,PHX,OO,1,12,0.0
LAX,DFW,AA,7,9,0.0
LAX,SFO,UA,2,13,0.0
DEN,PHX,US,7,8,0.0
LAX,SFO,DL,6,17,0.0
BOS,IAH,UA,1,8,2.0
ATL,LAS,DL,5,21,0.0
IAH,DFW,AA,3,13,0.0
DEN,ATL,OO,6,10,0.0
IAH,DFW,AA,4,14,0.0
LAX,DEN,WN,1,15,0.0
ATL,PHX,DL,4,20,0.0
BOS,LAS,B6,5,7,0.0
DEN,ORD,UA,7,16,0.0
LAX,ATL,DL,7,5,0.0
DEN,PHX,WN,1,13,3.0
BOS,SFO,B6,4,16,0.0
PHX,LAS,WN,3,12,0.0
DEN,LAX,UA,7,17,4.0
LAS,DFW,AA,3,9,0.0
LAX,LAS,UA,5,6,0.0
ATL,IAH,UA,3,9,0.0
ORD,PHX,AA,3,5,0.0
SFO,PHX,US,4,15,0.0
DEN,LAS,F9,6,7,0.0
IAH,LAX,UA,5,18,1.0
SFO,LAX,UA,2,18,0.0
SFO,LAX,UA,5,19,0.0
BOS,SFO,UA,1,11,0.0
SFO,LAX,UA,3,7,0.0
ORD,SFO,UA,3,9,0.0
LAS,DEN,F9,4,9,0.0
LAX,LAS,UA,6,13,0.0
ATL,LAX,DL,1,7,0.0
ATL,DEN,DL,6,16,0.0
ATL,DEN,UA,7,8,0.0
DEN,LAS,F9,6,14,0.0
ATL,DEN,WN,2,18,0.0
DFW,ATL,DL,1,12,0.0
SFO,ATL,WN,5,6,0.0
LAX,LAS,WN,4,15,0.0
SFO,IAH,UA,6,9,0.0
PHX,ORD,AA,2,13,0.0
ATL,IAH,DL,5,16,0.0
DEN,IAH,UA,7,8,0.0
ATL,BOS,DL,1,21,0.0
ORD,DFW,AA,3,10,4.0
DEN,LAS,WN,6,20,0.0
IAH,LAS,UA,6,9,0.0
DFW,DEN,UA,1,6,0.0
SFO,DEN,UA,4,8,0.0
PHX,LAX,OO,7,18,3.0
DEN,LAS,F9,1,7,0.0
LAX,DFW,AA,4,16,0.0
LAX,SFO,UA,4,7,0.0
DEN,ORD,UA,6,9,0.0
ORD,DEN,UA,1,15,0.0
DEN,ORD,F9,7,10,0.0
ORD,DFW,AA,1,13,0.0
ATL,LAX,DL,5,17,0.0
DFW,DEN,AA,3,21,0.0
ORD,IAH,UA,1,17,0.0
LAS,SFO,UA,2,15,0.0
DEN,BOS,UA,2,9,0.0
BOS,IAH,UA,5,16,4.0
PHX,DFW,AA,4,7,3.0
DEN,LAS,WN,1,21,0.0
ORD,BOS,AA,4,6,0.0
LAS,DFW,AA,1,11,0.0
ORD,SFO,UA,4,21,3.0
LAS,IAH,UA,4,17,0.0
LAS,PHX,WN,7,11,0.0
PHX,DEN,F9,2,17,0.0
LAS,DEN,WN,6,15,0.0
ATL,LAS,WN,4,6,0.0
PHX,LAX,WN,1,20,0.0
LAX,PHX,OO,7,8,0.0
PHX,SFO,OO,7,19,0.0
ORD,BOS,UA,4,7,0.0
DFW,ATL,DL,1,11,0.0
SFO,IAH,UA,7,9,0.0
ATL,LAS,DL,7,13,0.0
SFO,LAS,UA,4,21,0.0
BOS,PHX,B6,2,18,0.0
LAX,DEN,WN,4,18,0.0
DEN,ATL,F9,2,17,3.0
LAX,SFO,UA,7,6,0.0
PHX,ORD,AA,7,5,0.0
ATL,DFW,AA,6,19,0.0
DEN,DFW,F9,5,20,0.0
LAX,DEN,WN,6,12,0.0
SFO,PHX,UA,5,10,0.0
IAH,DEN,UA,3,11,0.0
IAH,DEN,UA,2,5,0.0
ORD,DFW,AA,4,9,0.0
LAS,PHX,US,1,16,0.0
DFW,ATL,AA,1,19,0.0
ORD,LAX,AA,7,10,0.0
LAS,PHX,US,2,12,0.0
IAH,DFW,UA,6,19,0.0
ORD,DFW,UA,1,19,0.0
LAX,ORD,AA,3,15,0.0
LAX,DFW,AA,2,7,0.0
LAS,SFO,WN,3,21,0.0
IAH,DEN,UA,7,14,0.0
DEN,LAS,WN,7,6,0.0
LAX,SFO,AA,2,17,0.0
ORD,LAS,AA,5,17,0.0
LAX,IAH,UA,2,8,0.0
DFW,BOS,B6,1,11,0.0
LAS,DFW,AA,5,16,0.0
BOS,ORD,UA,5,8,0.0
DEN,LAS,WN,2,8,0.0
ATL,PHX,AA,1,11,0.0
DFW,DEN,AA,2,14,0.0
DFW,SFO,AA,3,12,0.0
BOS,DFW,AA,6,12,0.0
DEN,ATL,WN,4,11,0.0
LAS,SFO,B6,3,16,0.0
LAS,SFO,UA,2,6,0.0
PHX,DEN,F9,7,12,0.0
ATL,LAX,DL,5,8,3.0
LAS,SFO,UA,5,6,0.0
ATL,BOS,DL,3,12,1.0
PHX,DEN,UA,1,6,0.0
DEN,SFO,UA,7,8,0.0
IAH,PHX,UA,5,14,0.0
SFO,IAH,UA,5,6,0.0
SFO,LAX,UA,2,17,0.0
SFO,PHX,US,5,6,0.0
DEN,LAX,UA,5,8,3.0
LAS,ATL,DL,4,7,0.0
DEN,PHX,UA,2,11,0.0
IAH,PHX,US,7,7,0.0
BOS,PHX,AA,5,18,0.0
PHX,ATL,US,7,9,0.0
LAS,ATL,DL,7,11,0.0
ORD,PHX,AA,4,19,0.0
DEN,IAH,F9,1,20,0.0
SFO,LAX,UA,6,13,0.0
ATL,LAX,DL,5,16,0.0
ORD,IAH,UA,5,21,3.0
LAS,PHX,AA,3,10,0.0
DFW,DEN,UA,1,17,0.0
SFO,LAX,AA,2,17,0.0
LAS,PHX,WN,6,16,0.0
BOS,ORD,AA,6,6,3.0
LAX,ATL,DL,5,6,1.0
ORD,LAX,AA,7,15,3.0
SFO,DEN,WN,4,16,0.0
DEN,PHX,UA,3,19,0.0
DEN,DFW,AA,2,16,0.0
PHX,LAX,DL,5,6,0.0
PHX,LAX,OO,5,12,0.0
SFO,IAH,UA,6,7,1.0
SFO,DFW,AA,2,0,0.0
DEN,LAS,WN,2,17,0.0
LAX,DFW,AA,7,6,0.0
LAS,SFO,UA,7,8,0.0
DEN,SFO,UA,3,7,0.0
ORD,SFO,UA,1,18,0.0
SFO,ORD,UA,1,18,0.0
DFW,DEN,F9,7,6,0.0
SFO,LAS,WN,3,13,4.0
LAS,LAX,WN,1,16,2.0
SFO,LAS,UA,6,19,0.0
DFW,DEN,AA,7,12,0.0
ATL,LAX,DL,7,15,0.0
ATL,BOS,DL,2,8,0.0
DFW,SFO,AA,4,12,0.0
DFW,ATL,AA,2,15,0.0
LAS,LAX,AA,3,10,0.0
DFW,LAX,AA,6,17,0.0
LAX,IAH,UA,3,15,0.0
BOS,ORD,AA,4,9,0.0
ORD,LAS,UA,2,8,0.0
SFO,LAS,OO,6,11,0.0
ORD,BOS,B6,2,10,0.0
LAS,ATL,WN,5,6,0.0
LAX,ORD,UA,5,10,0.0
LAX,ORD,AA,7,14,0.0
IAH,LAX,UA,7,21,0.0
DFW,LAX,AA,4,14,0.0
PHX,LAX,OO,7,10,2.0
DFW,DEN,AA,4,9,0.0
ORD,SFO,AA,3,10,0.0
LAS,LAX,OO,4,18,0.0
BOS,IAH,UA,5,8,0.0
SFO,LAS,UA,4,22,0.0
SFO,IAH,UA,3,11,3.0
DFW,LAX,AA,2,22,0.0
LAS,LAX,OO,1,5,0.0
LAX,DEN,OO,4,9,0.0
ORD,DFW,AA,7,15,0.0
LAS,LAX,AA,4,19,0.0
LAS,PHX,AA,5,19,0.0
DFW,PHX,AA,4,8,4.0
BOS,ATL,DL,7,18,0.0
DFW,DEN,F9,5,12,0.0
LAX,LAS,WN,7,16,0.0
ATL,DEN,DL,1,21,0.0
IAH,DEN,UA,7,17,0.0
IAH,DFW,AA,1,5,0.0
ATL,DEN,OO,4,12,0.0
ORD,PHX,UA,1,22,0.0
DEN,SFO,UA,6,6,0.0
PHX,SFO,OO,6,11,4.0
LAS,DEN,WN,3,19,0.0
DEN,ATL,DL,1,8,0.0
ORD,DEN,UA,2,17,0.0
PHX,SFO,WN,1,15,0.0
PHX,ORD,US,7,15,0.0
ORD,PHX,UA,5,9,0.0
DEN,PHX,WN,7,9,0.0
IAH,PHX,US,6,6,0.0
LAX,LAS,AA,1,11,0.0
LAX,SFO,UA,3,8,0.0
ORD,PHX,AA,1,7,3.0
ORD,LAS,AA,4,13,4.0
IAH,SFO,UA,6,10,0.0
LAX,DEN,UA,7,8,0.0
PHX,BOS,AA,6,10,0.0
IAH,BOS,UA,7,16,0.0
DFW,ORD,AA,5,7,0.0
DEN,LAX,UA,2,11,3.0
PHX,LAX,US,1,21,0.0
DEN,LAS,F9,4,21,0.0
ORD,DEN,AA,2,14,0.0
SFO,ORD,UA,6,13,0.0
LAS,DEN,WN,4,7,0.0
LAS,DFW,AA,7,6,0.0
IAH,ORD,UA,5,16,0.0
DFW,ATL,DL,4,7,0.0
DFW,PHX,AA,7,20,0.0
PHX,ORD,AA,5,9,0.0
LAX,DFW,OO,6,18,0.0
SFO,LAX,WN,7,9,0.0
DFW,LAS,AA,7,19,0.0
DFW,DEN,AA,2,7,0.0
LAS,LAX,WN,6,20,4.0
LAS,SFO,UA,1,10,0.0
ORD,LAS,UA,2,12,0.0
LAS,ATL,WN,5,10,0.0
ATL,DFW,AA,3,19,0.0
DEN,SFO,UA,1,8,0.0
ORD,PHX,UA,7,16,0.0
ORD,ATL,OO,5,6,0.0
ATL,LAS,DL,7,20,0.0
LAX,DEN,UA,6,11,0.0
DEN,BOS,UA,4,10,0.0
ORD,SFO,UA,6,6,0.0
PHX,LAS,AA,4,7,0.0
LAX,PHX,WN,7,8,0.0
SFO,LAX,AA,1,14,0.0
ORD,ATL,AA,1,14,0.0
LAS,DFW,AA,3,6,0.0
BOS,ORD,UA,2,7,0.0
PHX,SFO,OO,2,10,0.0
SFO,DEN,WN,2,17,0.0
DFW,ORD,AA,3,14,0.0
LAS,IAH,UA,6,9,0.0
SFO,ORD,UA,5,18,0.0
DFW,IAH,AA,7,10,0.0
IAH,ATL,DL,3,7,0.0
LAX,ORD,UA,6,9,0.0
ATL,LAX,DL,6,21,0.0
PHX,LAS,AA,1,16,0.0
IAH,LAX,UA,7,7,0.0
ATL,SFO,WN,2,12,0.0
SFO,LAX,DL,2,10,0.0
SFO,BOS,UA,1,16,0.0
IAH,LAX,UA,6,15,0.0
LAX,DFW,AA,3,8,0.0
LAX,LAS,AA,5,18,0.0
IAH,PHX,UA,5,18,0.0
PHX,SFO,OO,3,15,0.0
DFW,ORD,AA,3,7,0.0
ATL,DEN,DL,3,18,0.0
ORD,SFO,AA,2,7,0.0
BOS,DFW,AA,6,11,0.0
ATL,ORD,UA,7,11,0.0
DFW,LAS,AA,3,7,0.0
SFO,LAX,WN,7,13,0.0
LAX,DEN,UA,7,11,0.0
PHX,DEN,US,7,18,0.0
DEN,ATL,DL,2,13,0.0
DEN,DFW,AA,7,19,0.0
LAX,SFO,DL,3,19,3.0
SFO,PHX,WN,6,13,0.0
LAS,DEN,F9,2,11,1.0
PHX,DEN,WN,2,15,3.0
LAX,LAS,AA,5,9,0.0
ORD,DFW,AA,1,12,0.0
ATL,DEN,F9,2,8,4.0
DEN,ORD,UA,1,11,2.0
LAX,ORD,UA,7,13,0.0
IAH,BOS,UA,4,7,0.0
DFW,SFO,AA,5,17,1.0
DEN,PHX,EV,5,16,0.0
IAH,DFW,AA,3,8,0.0
ATL,SFO,DL,1,16,0.0
SFO,LAS,UA,7,13,0.0
DFW,ORD,AA,3,7,0.0
SFO,DEN,WN,3,15,0.0
IAH,SFO,UA,5,14,0.0
ATL,IAH,DL,2,9,0.0
ORD,SFO,UA,2,11,0.0
SFO,LAX,UA,5,13,0.0
SFO,IAH,UA,7,23,3.0
DFW,ORD,AA,2,5,0.0
SFO,LAS,UA,3,20,0.0
IAH,ORD,UA,2,14,1.0
SFO,DFW,AA,3,6,0.0
DFW,ORD,AA,6,14,0.0
ORD,DEN,UA,1,11,0.0
ORD,PHX,AA,3,19,0.0
DFW,SFO,OO,6,13,0.0
DFW,DEN,F9,4,10,0.0
LAX,IAH,UA,4,13,4.0
SFO,ORD,UA,1,0,0.0
LAX,SFO,UA,4,6,0.0
IAH,ATL,EV,6,6,0.0
LAS,ATL,DL,5,7,0.0
LAX,LAS,WN,4,7,0.0
DFW,ATL,DL,1,16,0.0
LAX,ORD,AA,2,1,0.0
SFO,LAX,UA,6,6,0.0
LAX,IAH,UA,2,1,1.0
LAX,PHX,OO,7,8,4.0
PHX,DFW,AA,5,5,0.0
ORD,DFW,AA,5,6,2.0
PHX,LAS,AA,7,13,0.0
DEN,PHX,US,1,8,0.0
LAX,DEN,UA,3,17,0.0
PHX,DEN,WN,5,10,0.0
ATL,PHX,WN,2,9,2.0
DFW,ORD,AA,3,15,0.0
PHX,DEN,UA,2,14,0.0
SFO,PHX,WN,4,20,0.0
DEN,DFW,AA,6,12,0.0
LAS,DEN,F9,4,9,0.0
ATL,DFW,AA,2,13,0.0
LAS,LAX,WN,1,16,4.0
IAH,ATL,DL,1,11,0.0
DEN,IAH,UA,7,6,0.0
SFO,PHX,WN,5,6,0.0
ATL,DFW,AA,4,13,0.0
SFO,LAX,WN,3,16,0.0
LAX,ATL,DL,1,0,1.0
LAS,LAX,WN,6,17,0.0
ORD,DFW,AA,6,12,0.0
LAS,DEN,UA,4,10,0.0
DFW,ATL,AA,4,9,1.0
LAX,SFO,WN,3,8,0.0
ATL,LAX,DL,4,8,1.0
PHX,ORD,UA,4,7,0.0
IAH,BOS,UA,1,13,0.0
DEN,PHX,AA,3,5,0.0
DFW,ATL,AA,1,20,1.0
DFW,PHX,AA,4,18,0.0
DEN,ATL,DL,1,0,0.0
LAX,ORD,AA,4,13,0.0
LAS,DEN,WN,4,20,0.0
LAX,LAS,UA,2,8,0.0
BOS,LAX,DL,3,7,0.0
DFW,SFO,AA,7,18,0.0
LAX,LAS,WN,2,9,0.0
DEN,ATL,WN,1,6,0.0
DFW,LAS,AA,5,21,0.0
DFW,ATL,AA,5,18,0.0
LAX,DFW,AA,6,10,0.0
LAS,ATL,DL,2,6,0.0
PHX,ATL,DL,3,10,0.0
ORD,ATL,DL,3,14,0.0
ORD,DFW,AA,1,16,2.0
DFW,ORD,OO,2,14,2.0
LAX,SFO,WN,5,7,0.0
BOS,ATL,DL,2,5,0.0
IAH,ORD,UA,6,8,0.0
ATL,LAS,DL,3,11,0.0
LAX,DEN,UA,3,6,0.0
DEN,PHX,US,2,8,0.0
ATL,PHX,US,3,17,0.0
LAX,PHX,OO,5,7,0.0
ATL,DEN,DL,5,18,0.0
LAS,DEN,WN,1,15,0.0
DEN,PHX,WN,1,8,0.0
BOS,DFW,AA,5,17,0.0
ATL,LAX,DL,6,8,1.0
ORD,ATL,DL,2,12,0.0
SFO,LAS,WN,7,19,0.0
DFW,SFO,AA,2,13,0.0
LAX,IAH,UA,4,7,0.0
PHX,ORD,AA,7,10,0.0
LAX,SFO,UA,5,6,0.0
LAX,ATL,DL,6,7,4.0
BOS,LAS,B6,4,19,0.0
SFO,ORD,UA,5,7,0.0
DEN,SFO,UA,3,10,0.0
LAX,SFO,UA,1,15,0.0
BOS,DEN,WN,4,17,2.0
ORD,IAH,UA,2,17,0.0
ORD,SFO,UA,2,18,0.0
BOS,ATL,DL,4,6,2.0
DEN,SFO,UA,6,18,0.0
SFO,PHX,WN,1,12,2.0
ATL,SFO,DL,2,8,0.0
ATL,IAH,EV,3,6,0.0
BOS,ORD,UA,2,6,0.0
ATL,LAS,WN,5,15,1.0
LAX,SFO,AA,6,12,0.0
PHX,DEN,UA,1,10,0.0
IAH,DEN,F9,1,11,0.0
DFW,DEN,UA,7,17,0.0
DEN,SFO,WN,3,21,0.0
PHX,DFW,AA,7,19,3.0
LAX,LAS,WN,1,14,0.0
PHX,IAH,US,2,18,0.0
SFO,LAX,WN,3,18,0.0
ATL,BOS,DL,4,17,0.0
ORD,SFO,UA,7,10,0.0
SFO,LAS,UA,2,15,0.0
ATL,LAX,DL,5,10,0.0
IAH,ATL,EV,1,19,0.0
LAX,ORD,AA,7,7,0.0
ORD,SFO,UA,3,12,0.0
IAH,ATL,EV,3,6,0.0
LAS,ORD,AA,6,0,0.0
ORD,PHX,UA,7,19,0.0
DFW,PHX,AA,4,13,0.0
LAX,DEN,WN,1,8,0.0
ATL,LAX,DL,1,15,0.0
ATL,IAH,DL,5,17,0.0
SFO,DEN,UA,3,11,0.0
IAH,PHX,UA,2,7,0.0
DFW,ATL,DL,1,8,0.0
ATL,BOS,DL,4,11,0.0
IAH,DFW,AA,2,14,2.0
ATL,SFO,DL,3,19,4.0
LAS,ORD,UA,3,6,0.0
LAX,ORD,AA,2,23,0.0
LAS,ORD,UA,1,14,0.0
IAH,LAX,UA,5,17,3.0
DEN,DFW,AA,4,7,0.0
DEN,PHX,US,1,12,0.0
IAH,ORD,UA,1,17,3.0
BOS,DEN,UA,7,9,0.0
BOS,IAH,UA,5,16,0.0
DEN,LAX,OO,5,22,0.0
ORD,LAS,UA,7,9,0.0
DEN,LAS,UA,7,11,0.0
DEN,ATL,WN,1,10,0.0
DEN,LAX,F9,1,12,1.0
ORD,DFW,OO,7,15,0.0
IAH,DFW,OO,7,18,0.0
ATL,SFO,DL,5,13,0.0
SFO,PHX,WN,3,10,0.0
ORD,SFO,AA,4,12,0.0
DEN,BOS,UA,1,9,0.0
LAS,DEN,F9,6,7,0.0
DFW,SFO,AA,2,18,0.0
ORD,DFW,AA,5,8,0.0
DFW,LAS,AA,1,19,2.0
SFO,LAX,DL,4,17,0.0
LAS,LAX,UA,2,9,0.0
ATL,LAS,DL,5,8,0.0
DFW,LAX,AA,4,12,0.0
LAS,IAH,UA,1,15,0.0
LAS,ATL,DL,3,12,4.0
BOS,ATL,DL,4,13,0.0
LAX,SFO,WN,7,10,0.0
PHX,LAS,WN,5,17,4.0
SFO,ORD,AA,4,5,0.0
DEN,DFW,AA,3,19,0.0
ORD,DFW,AA,3,10,0.0
SFO,LAS,B6,7,12,0.0
DEN,DFW,AA,4,9,0.0
LAX,IAH,UA,3,7,0.0
DEN,PHX,AA,4,14,0.0
ATL,LAS,WN,2,14,0.0
SFO,DEN,UA,7,5,0.0
SFO,LAX,WN,5,13,0.0
LAS,ATL,WN,4,14,0.0
DEN,ATL,WN,5,6,0.0
ATL,DEN,UA,4,8,0.0
LAX,PHX,OO,2,12,0.0
DEN,DFW,AA,7,19,0.0
DEN,ORD,UA,2,10,2.0
DFW,ORD,AA,6,18,0.0
DEN,SFO,WN,7,15,0.0
SFO,LAX,WN,5,6,0.0
ORD,BOS,UA,2,7,0.0
SFO,BOS,UA,2,8,0.0
IAH,DEN,UA,1,15,0.0
SFO,LAX,AA,5,14,0.0
ORD,DFW,AA,3,14,0.0
ORD,BOS,B6,5,12,0.0
